"id","skill"
488,"AI"
488,"DATA ENGINEERING"
488,"BIG DATA"
488,"PREDICTIVE MODELS"
488,"DATA MINING"
488,"ALGORITHMS"
488,"CRITICAL THINKING"
489,"ANALYSIS"
489,"STATISTICS"
489,"VISUALIZATION"
489,"AI"
489,"PROJECT MANAGEMENT"
489,"DATA ANALYTICS"
490,"ANALYSIS"
490,"MACHINE LEARNING"
490,"COMPUTER SCIENCE"
490,"VISUALIZATION"
490,"DEEP LEARNING"
490,"DATA ANALYTICS"
490,"DATA MINING"
490,"ALGORITHMS"
491,"ANALYSIS"
491,"STATISTICS"
491,"VISUALIZATION"
491,"AI"
491,"SOFTWARE DEVELOPMENT"
491,"DATA ENGINEERING"
491,"DATA ANALYTICS"
491,"METRICS"
491,"SYSTEMS ENGINEER"
493,"ANALYSIS"
493,"MACHINE LEARNING"
493,"STATISTICS"
493,"MATHEMATICS"
493,"AI"
493,"NLP"
493,"PREDICTIVE MODELING"
493,"ALGORITHMS"
493,"UNSTRUCTURED DATA"
494,"ANALYSIS"
494,"MACHINE LEARNING"
494,"STATISTICS"
494,"AI"
494,"PREDICTIVE MODELS"
494,"PREDICTIVE MODELING"
495,"ANALYSIS"
495,"STATISTICS"
495,"AI"
496,"MACHINE LEARNING"
496,"AI"
496,"NEURAL NETWORKS"
496,"DECISION TREES"
497,"ANALYSIS"
497,"MACHINE LEARNING"
497,"VISUALIZATION"
497,"AI"
497,"STATISTICAL MODELING"
498,"MACHINE LEARNING"
498,"COMPUTER SCIENCE"
498,"AI"
499,"ANALYSIS"
499,"MACHINE LEARNING"
499,"STATISTICS"
499,"COMPUTER SCIENCE"
499,"MATHEMATICS"
499,"VISUALIZATION"
499,"AI"
499,"PREDICTIVE MODELS"
499,"PREDICTIVE MODELING"
499,"ALGORITHMS"
501,"ANALYSIS"
501,"MACHINE LEARNING"
501,"STATISTICS"
501,"COMPUTER SCIENCE"
501,"MATHEMATICS"
501,"VISUALIZATION"
501,"AI"
501,"DEEP LEARNING"
501,"DATA ENGINEERING"
501,"DATA ANALYTICS"
501,"DATA SCIENCE TOOLS"
502,"MACHINE LEARNING"
502,"STATISTICS"
502,"COMPUTER SCIENCE"
502,"AI"
502,"BIG DATA"
502,"DATA ANALYTICS"
502,"DATA MINING"
502,"ALGORITHMS"
503,"ANALYSIS"
503,"MACHINE LEARNING"
503,"STATISTICS"
503,"MATHEMATICS"
503,"AI"
503,"DATA ENGINEERING"
503,"BIG DATA"
503,"PREDICTIVE MODELS"
503,"DATA MINING"
503,"ALGORITHMS"
503,"CRITICAL THINKING"
504,"ANALYSIS"
504,"STATISTICS"
504,"VISUALIZATION"
504,"AI"
504,"PROJECT MANAGEMENT"
504,"DATA ANALYTICS"
505,"ANALYSIS"
505,"MACHINE LEARNING"
505,"COMPUTER SCIENCE"
505,"VISUALIZATION"
505,"DEEP LEARNING"
505,"DATA ANALYTICS"
505,"DATA MINING"
505,"ALGORITHMS"
506,"ANALYSIS"
506,"STATISTICS"
506,"VISUALIZATION"
506,"AI"
506,"SOFTWARE DEVELOPMENT"
506,"DATA ENGINEERING"
506,"DATA ANALYTICS"
506,"METRICS"
506,"SYSTEMS ENGINEER"
507,"ANALYSIS"
507,"MACHINE LEARNING"
507,"STATISTICS"
507,"VISUALIZATION"
507,"AI"
507,"PREDICTIVE MODELING"
507,"DATA MINING"
507,"ALGORITHMS"
507,"STATISTICAL MODELING"
508,"ANALYSIS"
508,"MACHINE LEARNING"
508,"STATISTICS"
508,"MATHEMATICS"
508,"AI"
508,"NLP"
508,"PREDICTIVE MODELING"
508,"ALGORITHMS"
508,"UNSTRUCTURED DATA"
509,"ANALYSIS"
509,"MACHINE LEARNING"
509,"STATISTICS"
509,"AI"
509,"PREDICTIVE MODELS"
509,"PREDICTIVE MODELING"
510,"MACHINE LEARNING"
510,"STATISTICS"
510,"MATHEMATICS"
510,"AI"
510,"NLP"
511,"MACHINE LEARNING"
511,"AI"
511,"DATA WRANGLING"
511,"METRICS"
512,"SOFTWARE ENGINEER"
513,"DATA WRANGLING"
513,"METRICS"
514,"ANALYSIS"
514,"COMPUTER SCIENCE"
514,"AI"
514,"ARTIFICIAL INTELLIGENCE"
515,"AI"
515,"ARTIFICIAL INTELLIGENCE"
515,"PROJECT MANAGEMENT"
516,"MACHINE LEARNING"
516,"COMPUTER SCIENCE"
516,"AI"
516,"ARTIFICIAL INTELLIGENCE"
516,"SOFTWARE DEVELOPMENT"
517,"ANALYSIS"
517,"MACHINE LEARNING"
517,"COMPUTER SCIENCE"
517,"AI"
517,"SOFTWARE DEVELOPMENT"
517,"SOFTWARE ENGINEER"
519,"MACHINE LEARNING"
519,"AI"
519,"DEEP LEARNING"
519,"PREDICTIVE MODELS"
520,"MACHINE LEARNING"
520,"STATISTICS"
520,"COMPUTER SCIENCE"
520,"MATHEMATICS"
520,"VISUALIZATION"
520,"AI"
520,"DATA ANALYTICS"
520,"ALGORITHMS"
521,"ANALYSIS"
521,"STATISTICS"
521,"VISUALIZATION"
521,"AI"
521,"SOFTWARE DEVELOPMENT"
521,"DATA ENGINEERING"
521,"DATA ANALYTICS"
521,"METRICS"
521,"SYSTEMS ENGINEER"
523,"ANALYSIS"
523,"STATISTICS"
523,"AI"
524,"ANALYSIS"
524,"MACHINE LEARNING"
524,"STATISTICS"
524,"MATHEMATICS"
524,"AI"
524,"NLP"
524,"PREDICTIVE MODELING"
524,"ALGORITHMS"
524,"UNSTRUCTURED DATA"
525,"ANALYSIS"
525,"MACHINE LEARNING"
525,"STATISTICS"
525,"AI"
525,"PREDICTIVE MODELS"
525,"PREDICTIVE MODELING"
526,"MACHINE LEARNING"
526,"STATISTICS"
526,"MATHEMATICS"
526,"AI"
526,"NLP"
527,"ANALYSIS"
527,"STATISTICS"
527,"VISUALIZATION"
527,"AI"
527,"SOFTWARE DEVELOPMENT"
527,"DATA ENGINEERING"
527,"DATA ANALYTICS"
527,"METRICS"
527,"SYSTEMS ENGINEER"
528,"ANALYSIS"
528,"STATISTICS"
528,"AI"
530,"MACHINE LEARNING"
530,"AI"
530,"DATA WRANGLING"
530,"METRICS"
531,"SOFTWARE ENGINEER"
532,"DATA WRANGLING"
532,"METRICS"
533,"ANALYSIS"
533,"COMPUTER SCIENCE"
533,"AI"
533,"ARTIFICIAL INTELLIGENCE"
534,"AI"
534,"ARTIFICIAL INTELLIGENCE"
534,"PROJECT MANAGEMENT"
535,"MACHINE LEARNING"
535,"COMPUTER SCIENCE"
535,"AI"
535,"ARTIFICIAL INTELLIGENCE"
535,"SOFTWARE DEVELOPMENT"
536,"ANALYSIS"
536,"MACHINE LEARNING"
536,"COMPUTER SCIENCE"
536,"AI"
536,"SOFTWARE DEVELOPMENT"
536,"SOFTWARE ENGINEER"
538,"MACHINE LEARNING"
538,"AI"
538,"DEEP LEARNING"
538,"PREDICTIVE MODELS"
539,"MACHINE LEARNING"
539,"STATISTICS"
539,"COMPUTER SCIENCE"
539,"MATHEMATICS"
539,"VISUALIZATION"
539,"AI"
539,"DATA ANALYTICS"
539,"ALGORITHMS"
540,"ANALYSIS"
540,"MACHINE LEARNING"
540,"STATISTICS"
540,"VISUALIZATION"
540,"AI"
540,"PREDICTIVE MODELING"
540,"DATA MINING"
540,"ALGORITHMS"
540,"STATISTICAL MODELING"
541,"DATA ENGINEERING"
541,"DATA ANALYTICS"
542,"VISUALIZATION"
542,"AI"
543,"ANALYSIS"
543,"MACHINE LEARNING"
543,"STATISTICS"
543,"MATHEMATICS"
543,"AI"
543,"NLP"
543,"PREDICTIVE MODELING"
543,"ALGORITHMS"
543,"UNSTRUCTURED DATA"
544,"ANALYSIS"
544,"MACHINE LEARNING"
544,"STATISTICS"
544,"AI"
544,"PREDICTIVE MODELS"
544,"PREDICTIVE MODELING"
545,"MACHINE LEARNING"
545,"STATISTICS"
545,"MATHEMATICS"
545,"AI"
545,"NLP"
546,"ANALYSIS"
546,"STATISTICS"
546,"VISUALIZATION"
546,"AI"
546,"SOFTWARE DEVELOPMENT"
546,"DATA ENGINEERING"
546,"DATA ANALYTICS"
546,"METRICS"
546,"SYSTEMS ENGINEER"
547,"MACHINE LEARNING"
547,"STATISTICS"
547,"COMPUTER SCIENCE"
547,"MATHEMATICS"
547,"AI"
547,"DATA ENGINEERING"
547,"BIG DATA"
547,"METRICS"
547,"RISK MODELING"
548,"SOFTWARE ENGINEER"
549,"DATA WRANGLING"
549,"METRICS"
550,"ANALYSIS"
550,"COMPUTER SCIENCE"
550,"AI"
550,"ARTIFICIAL INTELLIGENCE"
551,"AI"
551,"ARTIFICIAL INTELLIGENCE"
551,"PROJECT MANAGEMENT"
552,"MACHINE LEARNING"
552,"COMPUTER SCIENCE"
552,"AI"
552,"ARTIFICIAL INTELLIGENCE"
552,"SOFTWARE DEVELOPMENT"
553,"ANALYSIS"
553,"MACHINE LEARNING"
553,"COMPUTER SCIENCE"
553,"AI"
553,"SOFTWARE DEVELOPMENT"
553,"SOFTWARE ENGINEER"
555,"MACHINE LEARNING"
555,"STATISTICS"
555,"COMPUTER SCIENCE"
555,"MATHEMATICS"
555,"VISUALIZATION"
555,"AI"
555,"DATA ANALYTICS"
555,"ALGORITHMS"
556,"MACHINE LEARNING"
556,"AI"
556,"DEEP LEARNING"
556,"PREDICTIVE MODELS"
557,"ANALYSIS"
557,"STATISTICS"
557,"AI"
559,"ANALYSIS"
559,"MACHINE LEARNING"
559,"STATISTICS"
559,"VISUALIZATION"
559,"AI"
559,"PREDICTIVE MODELING"
559,"DATA MINING"
559,"ALGORITHMS"
559,"STATISTICAL MODELING"
560,"VISUALIZATION"
560,"AI"
561,"DATA ENGINEERING"
561,"DATA ANALYTICS"
562,"ANALYSIS"
562,"MACHINE LEARNING"
562,"STATISTICS"
562,"MATHEMATICS"
562,"AI"
562,"NLP"
562,"PREDICTIVE MODELING"
562,"ALGORITHMS"
562,"UNSTRUCTURED DATA"
563,"ANALYSIS"
563,"MACHINE LEARNING"
563,"STATISTICS"
563,"AI"
563,"PREDICTIVE MODELS"
563,"PREDICTIVE MODELING"
564,"MACHINE LEARNING"
564,"STATISTICS"
564,"MATHEMATICS"
564,"AI"
564,"NLP"
565,"MACHINE LEARNING"
565,"AI"
565,"DATA WRANGLING"
565,"METRICS"
566,"SOFTWARE ENGINEER"
567,"DATA WRANGLING"
567,"METRICS"
568,"ANALYSIS"
568,"COMPUTER SCIENCE"
568,"AI"
568,"ARTIFICIAL INTELLIGENCE"
569,"AI"
569,"ARTIFICIAL INTELLIGENCE"
569,"PROJECT MANAGEMENT"
570,"MACHINE LEARNING"
570,"COMPUTER SCIENCE"
570,"AI"
570,"ARTIFICIAL INTELLIGENCE"
570,"SOFTWARE DEVELOPMENT"
571,"ANALYSIS"
571,"MACHINE LEARNING"
571,"COMPUTER SCIENCE"
571,"AI"
571,"SOFTWARE DEVELOPMENT"
571,"SOFTWARE ENGINEER"
573,"MACHINE LEARNING"
573,"AI"
573,"DEEP LEARNING"
573,"PREDICTIVE MODELS"
574,"MACHINE LEARNING"
574,"STATISTICS"
574,"COMPUTER SCIENCE"
574,"MATHEMATICS"
574,"VISUALIZATION"
574,"AI"
574,"DATA ANALYTICS"
574,"ALGORITHMS"
575,"ANALYSIS"
575,"STATISTICS"
575,"VISUALIZATION"
575,"AI"
575,"SOFTWARE DEVELOPMENT"
575,"DATA ENGINEERING"
575,"DATA ANALYTICS"
575,"METRICS"
575,"SYSTEMS ENGINEER"
577,"ANALYSIS"
577,"STATISTICS"
577,"AI"
578,"ANALYSIS"
578,"MACHINE LEARNING"
578,"STATISTICS"
578,"MATHEMATICS"
578,"AI"
578,"NLP"
578,"PREDICTIVE MODELING"
578,"ALGORITHMS"
578,"UNSTRUCTURED DATA"
579,"ANALYSIS"
579,"MACHINE LEARNING"
579,"STATISTICS"
579,"AI"
579,"PREDICTIVE MODELS"
579,"PREDICTIVE MODELING"
580,"MACHINE LEARNING"
580,"STATISTICS"
580,"MATHEMATICS"
580,"AI"
580,"NLP"
581,"ANALYSIS"
581,"STATISTICS"
581,"VISUALIZATION"
581,"AI"
581,"SOFTWARE DEVELOPMENT"
581,"DATA ENGINEERING"
581,"DATA ANALYTICS"
581,"METRICS"
581,"SYSTEMS ENGINEER"
582,"ANALYSIS"
582,"STATISTICS"
582,"AI"
584,"MACHINE LEARNING"
584,"AI"
584,"DATA WRANGLING"
584,"METRICS"
585,"SOFTWARE ENGINEER"
586,"DATA WRANGLING"
586,"METRICS"
587,"ANALYSIS"
587,"COMPUTER SCIENCE"
587,"AI"
587,"ARTIFICIAL INTELLIGENCE"
588,"AI"
588,"ARTIFICIAL INTELLIGENCE"
588,"PROJECT MANAGEMENT"
589,"MACHINE LEARNING"
589,"COMPUTER SCIENCE"
589,"AI"
589,"ARTIFICIAL INTELLIGENCE"
589,"SOFTWARE DEVELOPMENT"
590,"ANALYSIS"
590,"MACHINE LEARNING"
590,"COMPUTER SCIENCE"
590,"AI"
590,"SOFTWARE DEVELOPMENT"
590,"SOFTWARE ENGINEER"
592,"MACHINE LEARNING"
592,"AI"
592,"DEEP LEARNING"
592,"PREDICTIVE MODELS"
593,"MACHINE LEARNING"
593,"STATISTICS"
593,"COMPUTER SCIENCE"
593,"MATHEMATICS"
593,"VISUALIZATION"
593,"AI"
593,"DATA ANALYTICS"
593,"ALGORITHMS"
594,"ANALYSIS"
594,"MACHINE LEARNING"
594,"STATISTICS"
594,"VISUALIZATION"
594,"AI"
594,"PREDICTIVE MODELING"
594,"DATA MINING"
594,"ALGORITHMS"
594,"STATISTICAL MODELING"
595,"DATA ENGINEERING"
595,"DATA ANALYTICS"
596,"VISUALIZATION"
596,"AI"
597,"COMPUTER SCIENCE"
597,"AI"
597,"SOFTWARE DEVELOPMENT"
597,"PROCESS IMPROVEMENT"
597,"SYSTEMS ENGINEER"
598,"MACHINE LEARNING"
598,"AI"
598,"BIG DATA"
598,"ALGORITHMS"
600,"MACHINE LEARNING"
600,"COMPUTER SCIENCE"
600,"AI"
600,"DEEP LEARNING"
600,"NLP"
600,"NEURAL NETWORKS"
600,"DECISION TREES"
600,"ALGORITHMS"
601,"MACHINE LEARNING"
601,"STATISTICS"
601,"COMPUTER SCIENCE"
601,"MATHEMATICS"
601,"AI"
601,"DATA ENGINEERING"
601,"BIG DATA"
601,"METRICS"
601,"RISK MODELING"
602,"MACHINE LEARNING"
602,"AI"
602,"DATA WRANGLING"
602,"METRICS"
603,"SOFTWARE ENGINEER"
604,"DATA WRANGLING"
604,"METRICS"
605,"ANALYSIS"
605,"COMPUTER SCIENCE"
605,"AI"
605,"ARTIFICIAL INTELLIGENCE"
606,"AI"
606,"ARTIFICIAL INTELLIGENCE"
606,"PROJECT MANAGEMENT"
607,"ANALYSIS"
607,"MACHINE LEARNING"
607,"STATISTICS"
607,"COMPUTER SCIENCE"
607,"VISUALIZATION"
607,"AI"
607,"ANALYTICAL SKILLS"
608,"MACHINE LEARNING"
608,"COMPUTER SCIENCE"
608,"AI"
608,"ARTIFICIAL INTELLIGENCE"
608,"SOFTWARE DEVELOPMENT"
609,"ANALYSIS"
609,"MACHINE LEARNING"
609,"COMPUTER SCIENCE"
609,"AI"
609,"SOFTWARE DEVELOPMENT"
609,"SOFTWARE ENGINEER"
610,"DATA ENGINEERING"
610,"DATA ANALYTICS"
612,"ANALYSIS"
612,"MACHINE LEARNING"
612,"STATISTICS"
612,"MATHEMATICS"
612,"AI"
612,"NLP"
612,"PREDICTIVE MODELING"
612,"ALGORITHMS"
612,"UNSTRUCTURED DATA"
613,"ANALYSIS"
613,"MACHINE LEARNING"
613,"STATISTICS"
613,"AI"
613,"PREDICTIVE MODELS"
613,"PREDICTIVE MODELING"
614,"MACHINE LEARNING"
614,"STATISTICS"
614,"MATHEMATICS"
614,"AI"
614,"NLP"
615,"ANALYSIS"
615,"STATISTICS"
615,"VISUALIZATION"
615,"AI"
615,"SOFTWARE DEVELOPMENT"
615,"DATA ENGINEERING"
615,"DATA ANALYTICS"
615,"METRICS"
615,"SYSTEMS ENGINEER"
616,"MACHINE LEARNING"
616,"AI"
616,"DATA WRANGLING"
616,"METRICS"
617,"SOFTWARE ENGINEER"
618,"AI"
618,"ARTIFICIAL INTELLIGENCE"
618,"PROJECT MANAGEMENT"
619,"DATA WRANGLING"
619,"METRICS"
620,"ANALYSIS"
620,"COMPUTER SCIENCE"
620,"AI"
620,"ARTIFICIAL INTELLIGENCE"
621,"MACHINE LEARNING"
621,"COMPUTER SCIENCE"
621,"AI"
621,"ARTIFICIAL INTELLIGENCE"
621,"SOFTWARE DEVELOPMENT"
622,"ANALYSIS"
622,"MACHINE LEARNING"
622,"COMPUTER SCIENCE"
622,"AI"
622,"SOFTWARE DEVELOPMENT"
622,"SOFTWARE ENGINEER"
624,"MACHINE LEARNING"
624,"AI"
624,"DEEP LEARNING"
624,"PREDICTIVE MODELS"
625,"MACHINE LEARNING"
625,"STATISTICS"
625,"COMPUTER SCIENCE"
625,"MATHEMATICS"
625,"VISUALIZATION"
625,"AI"
625,"DATA ANALYTICS"
625,"ALGORITHMS"
626,"ANALYSIS"
626,"STATISTICS"
626,"AI"
628,"ANALYSIS"
628,"MACHINE LEARNING"
628,"STATISTICS"
628,"VISUALIZATION"
628,"AI"
628,"PREDICTIVE MODELING"
628,"DATA MINING"
628,"ALGORITHMS"
628,"STATISTICAL MODELING"
629,"VISUALIZATION"
629,"AI"
630,"DATA ENGINEERING"
630,"DATA ANALYTICS"
631,"ANALYSIS"
631,"MACHINE LEARNING"
631,"STATISTICS"
631,"MATHEMATICS"
631,"AI"
631,"NLP"
631,"PREDICTIVE MODELING"
631,"ALGORITHMS"
631,"UNSTRUCTURED DATA"
632,"ANALYSIS"
632,"MACHINE LEARNING"
632,"STATISTICS"
632,"AI"
632,"PREDICTIVE MODELS"
632,"PREDICTIVE MODELING"
633,"MACHINE LEARNING"
633,"STATISTICS"
633,"MATHEMATICS"
633,"AI"
633,"NLP"
634,"MACHINE LEARNING"
634,"STATISTICS"
634,"COMPUTER SCIENCE"
634,"MATHEMATICS"
634,"AI"
634,"DATA ENGINEERING"
634,"BIG DATA"
634,"METRICS"
634,"RISK MODELING"
635,"SOFTWARE ENGINEER"
636,"DATA WRANGLING"
636,"METRICS"
637,"ANALYSIS"
637,"COMPUTER SCIENCE"
637,"AI"
637,"ARTIFICIAL INTELLIGENCE"
638,"AI"
638,"ARTIFICIAL INTELLIGENCE"
638,"PROJECT MANAGEMENT"
639,"MACHINE LEARNING"
639,"COMPUTER SCIENCE"
639,"AI"
639,"ARTIFICIAL INTELLIGENCE"
639,"SOFTWARE DEVELOPMENT"
640,"ANALYSIS"
640,"MACHINE LEARNING"
640,"COMPUTER SCIENCE"
640,"AI"
640,"SOFTWARE DEVELOPMENT"
640,"SOFTWARE ENGINEER"
642,"MACHINE LEARNING"
642,"STATISTICS"
642,"COMPUTER SCIENCE"
642,"MATHEMATICS"
642,"VISUALIZATION"
642,"AI"
642,"DATA ANALYTICS"
642,"ALGORITHMS"
643,"MACHINE LEARNING"
643,"AI"
643,"DEEP LEARNING"
643,"PREDICTIVE MODELS"
644,"ANALYSIS"
644,"STATISTICS"
644,"VISUALIZATION"
644,"AI"
644,"SOFTWARE DEVELOPMENT"
644,"DATA ENGINEERING"
644,"DATA ANALYTICS"
644,"METRICS"
644,"SYSTEMS ENGINEER"
646,"ANALYSIS"
646,"STATISTICS"
646,"AI"
647,"ANALYSIS"
647,"MACHINE LEARNING"
647,"STATISTICS"
647,"MATHEMATICS"
647,"AI"
647,"NLP"
647,"PREDICTIVE MODELING"
647,"ALGORITHMS"
647,"UNSTRUCTURED DATA"
648,"ANALYSIS"
648,"MACHINE LEARNING"
648,"STATISTICS"
648,"AI"
648,"PREDICTIVE MODELS"
648,"PREDICTIVE MODELING"
649,"MACHINE LEARNING"
649,"STATISTICS"
649,"MATHEMATICS"
649,"AI"
649,"NLP"
650,"MACHINE LEARNING"
650,"STATISTICS"
650,"COMPUTER SCIENCE"
650,"MATHEMATICS"
650,"AI"
650,"DATA ENGINEERING"
650,"BIG DATA"
650,"METRICS"
650,"RISK MODELING"
651,"SOFTWARE ENGINEER"
652,"DATA WRANGLING"
652,"METRICS"
653,"ANALYSIS"
653,"COMPUTER SCIENCE"
653,"AI"
653,"ARTIFICIAL INTELLIGENCE"
654,"AI"
654,"ARTIFICIAL INTELLIGENCE"
654,"PROJECT MANAGEMENT"
655,"MACHINE LEARNING"
655,"COMPUTER SCIENCE"
655,"AI"
655,"ARTIFICIAL INTELLIGENCE"
655,"SOFTWARE DEVELOPMENT"
656,"ANALYSIS"
656,"MACHINE LEARNING"
656,"COMPUTER SCIENCE"
656,"AI"
656,"SOFTWARE DEVELOPMENT"
656,"SOFTWARE ENGINEER"
658,"MACHINE LEARNING"
658,"STATISTICS"
658,"COMPUTER SCIENCE"
658,"MATHEMATICS"
658,"VISUALIZATION"
658,"AI"
658,"DATA ANALYTICS"
658,"ALGORITHMS"
659,"MACHINE LEARNING"
659,"AI"
659,"DEEP LEARNING"
659,"PREDICTIVE MODELS"
660,"ANALYSIS"
660,"STATISTICS"
660,"VISUALIZATION"
660,"AI"
660,"SOFTWARE DEVELOPMENT"
660,"DATA ENGINEERING"
660,"DATA ANALYTICS"
660,"METRICS"
660,"SYSTEMS ENGINEER"
662,"ANALYSIS"
662,"STATISTICS"
662,"AI"
663,"ANALYSIS"
663,"MACHINE LEARNING"
663,"STATISTICS"
663,"MATHEMATICS"
663,"AI"
663,"NLP"
663,"PREDICTIVE MODELING"
663,"ALGORITHMS"
663,"UNSTRUCTURED DATA"
664,"ANALYSIS"
664,"MACHINE LEARNING"
664,"STATISTICS"
664,"AI"
664,"PREDICTIVE MODELS"
664,"PREDICTIVE MODELING"
665,"MACHINE LEARNING"
665,"STATISTICS"
665,"MATHEMATICS"
665,"AI"
665,"NLP"
666,"MACHINE LEARNING"
666,"STATISTICS"
666,"COMPUTER SCIENCE"
666,"MATHEMATICS"
666,"AI"
666,"DATA ENGINEERING"
666,"BIG DATA"
666,"METRICS"
666,"RISK MODELING"
667,"SOFTWARE ENGINEER"
668,"DATA WRANGLING"
668,"METRICS"
669,"ANALYSIS"
669,"COMPUTER SCIENCE"
669,"AI"
669,"ARTIFICIAL INTELLIGENCE"
670,"AI"
670,"ARTIFICIAL INTELLIGENCE"
670,"PROJECT MANAGEMENT"
671,"MACHINE LEARNING"
671,"COMPUTER SCIENCE"
671,"AI"
671,"ARTIFICIAL INTELLIGENCE"
671,"SOFTWARE DEVELOPMENT"
672,"ANALYSIS"
672,"MACHINE LEARNING"
672,"COMPUTER SCIENCE"
672,"AI"
672,"SOFTWARE DEVELOPMENT"
672,"SOFTWARE ENGINEER"
674,"MACHINE LEARNING"
674,"STATISTICS"
674,"COMPUTER SCIENCE"
674,"MATHEMATICS"
674,"VISUALIZATION"
674,"AI"
674,"DATA ANALYTICS"
674,"ALGORITHMS"
675,"MACHINE LEARNING"
675,"AI"
675,"DEEP LEARNING"
675,"PREDICTIVE MODELS"
676,"ANALYSIS"
676,"STATISTICS"
676,"VISUALIZATION"
676,"AI"
676,"SOFTWARE DEVELOPMENT"
676,"DATA ENGINEERING"
676,"DATA ANALYTICS"
676,"METRICS"
676,"SYSTEMS ENGINEER"
678,"ANALYSIS"
678,"STATISTICS"
678,"AI"
679,"ANALYSIS"
679,"MACHINE LEARNING"
679,"STATISTICS"
679,"MATHEMATICS"
679,"AI"
679,"NLP"
679,"PREDICTIVE MODELING"
679,"ALGORITHMS"
679,"UNSTRUCTURED DATA"
680,"ANALYSIS"
680,"MACHINE LEARNING"
680,"STATISTICS"
680,"AI"
680,"PREDICTIVE MODELS"
680,"PREDICTIVE MODELING"
681,"MACHINE LEARNING"
681,"STATISTICS"
681,"MATHEMATICS"
681,"AI"
681,"NLP"
682,"DATA ENGINEERING"
682,"DATA ANALYTICS"
683,"AI"
684,"MACHINE LEARNING"
684,"COMPUTER SCIENCE"
684,"AI"
684,"SOFTWARE ENGINEER"
685,"MACHINE LEARNING"
685,"AI"
685,"ARTIFICIAL INTELLIGENCE"
685,"SYSTEMS ENGINEER"
685,"SYSTEMS ENGINEERING"
686,"MACHINE LEARNING"
686,"STATISTICS"
686,"COMPUTER SCIENCE"
686,"MATHEMATICS"
686,"VISUALIZATION"
686,"AI"
686,"DEEP LEARNING"
686,"DATA ANALYTICS"
687,"ANALYSIS"
687,"STATISTICS"
688,"MACHINE LEARNING"
688,"COMPUTER SCIENCE"
688,"MATHEMATICS"
688,"AI"
688,"ARTIFICIAL INTELLIGENCE"
688,"ANALYTICAL SKILLS"
688,"UNSTRUCTURED DATA"
689,"AI"
690,"MACHINE LEARNING"
690,"STATISTICS"
690,"COMPUTER SCIENCE"
690,"MATHEMATICS"
690,"VISUALIZATION"
690,"AI"
690,"ARTIFICIAL INTELLIGENCE"
690,"SOFTWARE DEVELOPMENT"
690,"NEURAL NETWORKS"
690,"SOFTWARE ENGINEER"
690,"BIG DATA"
690,"PREDICTIVE MODELING"
690,"DATA MINING"
690,"ALGORITHMS"
690,"STATISTICAL MODELING"
691,"ANALYSIS"
691,"STATISTICS"
691,"COMPUTER SCIENCE"
691,"MATHEMATICS"
691,"VISUALIZATION"
691,"AI"
691,"NLP"
691,"NEURAL NETWORKS"
691,"STATISTICAL MODELING"
691,"DATA ARCHITECTURE"
691,"DATA ARCHITECT"
692,"ANALYSIS"
692,"STATISTICS"
692,"VISUALIZATION"
692,"AI"
692,"SOFTWARE DEVELOPMENT"
692,"DATA ENGINEERING"
692,"DATA ANALYTICS"
692,"METRICS"
692,"SYSTEMS ENGINEER"
693,"ANALYSIS"
693,"STATISTICS"
693,"AI"
695,"ANALYSIS"
695,"MACHINE LEARNING"
695,"STATISTICS"
695,"VISUALIZATION"
695,"AI"
695,"PREDICTIVE MODELING"
695,"DATA MINING"
695,"ALGORITHMS"
695,"STATISTICAL MODELING"
696,"VISUALIZATION"
696,"AI"
697,"DATA ENGINEERING"
697,"DATA ANALYTICS"
698,"ANALYSIS"
698,"MACHINE LEARNING"
698,"STATISTICS"
698,"MATHEMATICS"
698,"AI"
698,"NLP"
698,"PREDICTIVE MODELING"
698,"ALGORITHMS"
698,"UNSTRUCTURED DATA"
699,"ANALYSIS"
699,"MACHINE LEARNING"
699,"STATISTICS"
699,"AI"
699,"PREDICTIVE MODELS"
699,"PREDICTIVE MODELING"
700,"MACHINE LEARNING"
700,"STATISTICS"
700,"MATHEMATICS"
700,"AI"
700,"NLP"
701,"ANALYSIS"
701,"STATISTICS"
701,"VISUALIZATION"
701,"AI"
701,"SOFTWARE DEVELOPMENT"
701,"DATA ENGINEERING"
701,"DATA ANALYTICS"
701,"METRICS"
701,"SYSTEMS ENGINEER"
702,"DATA ENGINEERING"
702,"DATA ANALYTICS"
703,"AI"
704,"MACHINE LEARNING"
704,"COMPUTER SCIENCE"
704,"AI"
704,"SOFTWARE ENGINEER"
705,"MACHINE LEARNING"
705,"AI"
705,"ARTIFICIAL INTELLIGENCE"
705,"SYSTEMS ENGINEER"
705,"SYSTEMS ENGINEERING"
706,"MACHINE LEARNING"
706,"STATISTICS"
706,"COMPUTER SCIENCE"
706,"MATHEMATICS"
706,"VISUALIZATION"
706,"AI"
706,"DEEP LEARNING"
706,"DATA ANALYTICS"
707,"ANALYSIS"
707,"STATISTICS"
708,"MACHINE LEARNING"
708,"COMPUTER SCIENCE"
708,"MATHEMATICS"
708,"AI"
708,"ARTIFICIAL INTELLIGENCE"
708,"ANALYTICAL SKILLS"
708,"UNSTRUCTURED DATA"
709,"AI"
710,"MACHINE LEARNING"
710,"STATISTICS"
710,"COMPUTER SCIENCE"
710,"MATHEMATICS"
710,"VISUALIZATION"
710,"AI"
